content,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If your shades are made by AutoMotion,they will send you the manuals for the shades
I was lucky‚Ä¶. The two piece plastic assembly had a glue joint fail, so I used plastic weld cement to repair
Working so far, however I am going to order a spare spring assembly",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Took a little over 2 hours, but my brother and I changed out the old shocks and steering stabilizer to bilsteins on the old motorhome last night.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The mirror on my RV all of a sudden is vibrating a lot on the drivers side. Can those mirrors be replaced or do I have to buy the whole unit. It is a two piece mirror with the wide angle on the bottom and the big mirror on the top. Pretty standard on most diesel pushers in the early 2000 models.,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is motorized with heater in it. But I will have to see how to get into it. Never really looked that close at it. But what you posted about the springs makes a lot of sense. Because it was working good and going to Las Vegas going over a bridge I hit I guess it was the bridge joint. It was a sharp hard hit, I really felt it on the steering wheel, and that is when I also noticed the mirror on the drivers side seemed like something had com lose in the back of the big mirror. Still there, but it is lose and vibrates.
Thanks for the info Jim.
I also enjoyed reading your link on your travels.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I had one of my heated mirrors smashed when I hit a street sign on the passenger side in Mexico when a big bus forced me over too far. Going 50 MPH.
Inside was that motorized platform, and that particular brand had the 4 springs. It was ruined though so I checked the overstocked electronics businesses I'm used to checking and found some for like 5 bucks each. Bought 3, still have 2. Truck mirror platforms they were called.
Anyway, what I wanted to say is that the heater is a stick on thin sheet of aluminized foil with a heater wire between layers of foil that you'll need to peel off the mirror...maybe. If you do need to peel it off, note that when I had the new mirrors made, (cost all of $8 for a pair in Mazatlan) I just stuck that heater back on. And it stayed in place for years after. Didn't need to do anything special except keep it clean.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by RayChez1
The mirror on my RV all of a sudden is vibrating a lot on the drivers side. Can those mirrors be replaced or do I have to buy the whole unit. It is a two piece mirror with the wide angle on the bottom and the big mirror on the top. Pretty standard on most diesel pushers in the early 2000 models.
Before you replace the mirror look it over there are hex set screws
that allow for adjustment that can come loose on the body and arm holding it. Make sure they are tight. also the guts of those mirrors can be replaced so it may end up being a maintenance or repair issue before it becomes a replace.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Some ""professional driver"" in a tractor trailer blew by me on I-95 and cut in too quickly. Just caught my driver side mirror
with the back of his trailer. Knocked it all out of adjustment and scraped the chrome housing. I couldn't believe this jerk! I know that there have been accidents when truck mirrors clipped an RV mirror but the rear of a trailer? Man, that could have been a really bad accident. I-95 is truly the wild west these days.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced 50 Amp Plug. The shore power plug was very hot to the touch - had to use leather work gloves to remove if AC was maxed out - so I cut the old one off.
Replaced with this
Looks like a knockoff of the Camco Plug I used on my Phaeton",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Hi All, I have a 99 Holiday Rambler Vacationer that had some wiper system components damaged during Hurricane Ian last year. The parts needed are basically ""under the hood"". Does anyone know who may sell these parts?",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Might want to post some pictures. I have had pretty good luck with school bus parts in particular this outfit has been a pleasure to deal with. Just not sure what exactly you need.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes I do; use these links to truck and bus wiper parts to find what you need. Be advised, wiper motors come with different torque ratings, buy the same as your original motor.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Ignition is another company that makes wiper systems for buses and RVs.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy blade inserts for $10/pair A lot cheaper than replacing the entire wiper arm,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I bought the entire wiper blades-28"", for $3.59 ea. from rockauto.com during a closeout sale.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thanks for all those replies, and I have been searching thru them. The parts I need are the connecting arm from the wiper motor to the passenger side wiper mechanism that actually attaches to the wiper arm. Then I need a new wiper arm & blade assy. I realize now I need to measure these items and figure out which ones I need.
I'll be back at it today",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Looking to replace the beam type wiper blades on my 2021 Winnebago Adventurer 27N with either conventional or hybrid. The wiper arms have J-hook ends and the blade length is 800mm(32"").

The J-hook on the wiper arms measure 8.5 mm wide, the space inside the hook is about 10.5 mm and the length of the hook is about 32 mm.

I have no idea how to size this when shopping for blades. Google searches are vague at best. These forums mention blades for lot of different coach builders, which use different sizes. I ordered Trico 67-324 from Amazon (because they state they are for RV's) and the hook is sloppy on the blade mount; the width of the slot on the blade is much larger than the arm hook and there is too much play on the inside (10.5mm) hook clearance. There are no adapters included with these blades.

The Winnebago manual has no mention of wipers. I called Winnebago Customer Care, and they told me they have no idea what size the wiper arms accept, but I could buy replacements by calling Mobility RV. I do not want replacements; the beam type blades do not make good contact with the windshield at the tips.

Anyone know how to size the blades? Recommended replacements? I would like to stick to buying at Amazon because, like in the case of the set I just tried, returns are very easy. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I canít give you a specific measurement but there two size J hooks. You apparently got a wide blade J hook and have a narrow J hook on the wiper arm.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While I can't answer your specific question, I believe MH mfgs frequently change the type of wipers depending on what's available/price etc when they are building them. I have not replaced the wipers on my Precept yet, but on my previous MH that had the 32"" long blades, I changed to 28"" long which reduced the ""drag"" and ""skipping"" quite a bit. I had read on the forums that many had done that and were happy with the results. The 28"" length cleans plenty of area for adequate vision. Here is a link to another thread and I'm sure there are others if you do a search.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I just checked the arm J -hook using a blade off of my Ford Expedition. The width appears correct (9mm?) but the fit is no good because there is too much slop inside the hook. So there must be more to it than just a 12mm and 9mm fit. So even going to 28 inch long blades, which are commonly available, does not solve the J-hook fit issue. Very annoying.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The blade length is the thing that really matters when shopping for blades. Any set of blades I have bought in the last 30 years comes with adapters to fit the different sizes and styles of clips. For our Vista we just buy 32"" Trico blades on Amazon.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The adapter would be the most important thing for you. That said I bought 28î Rain X and I am happy with them. The two inch difference at the top and bottom made no difference in my sight line and I found the less surface area was cleaning better on the highway.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take the old ones into Napa. They will order them if not in stock and most of the time it's only a day or so. They will mount them to the arms if you bring them in. Satisfaction every time.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When we need to replace our motorcoach's wiper blades we'll remove them and go into auto parts store or Walmart, was easy enough to match up size and there was adapters included for most any type of wiper arm. Where we live and do most of our RVing (4 corner states) we replace our wipers due primarily to dry rot, since they are rarely used for driving our rig during a rainstorm we just pick a medium grade wiper for every vehicle we own. Although I order most everything from Amazon, wiper blades are common enough to pick up locally wherever we happen to be, at least that is what we have experienced over several decades and dozens of vehicles, hope you find a set of wipers for your rig that fits your wiper arm properly.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I bought 32"" Trico RV blades from Amazon. They do not fit the j hook and did not come with adaptors",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have the AM wiper assemblies, with the blades that have a hole for a small bolt to attach to the arm. 28"". We very seldom drive in snow/sleet (I adjust our travels as best I can to avoid such weather.), so rain is easily 99% of expected usage.

We do have a single piece windshield with slight sweeping curves. Vs two piece that can at times be primarily flat.

As our pair are still serviceable, wanted to do a deeper dive and ask for input from the collective Class A owner's on wiper blades that they feel are superior.

I can always order the AM replacement blades, if they feedback is that it really does not matter!!

TIA for any info sharing, and best to all,
Smitty ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I would look at the TRICO RV Wiper Blade (28""),Black (67-284). They are very heavy duty. I use a diffrent size but same family of 67-xxx numbers. The 67-284 trico are what I would get if i had 28""",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2 on the Trico Blades,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm a ""fan"" of Wiper Technology blades. I used them on all my motorhomes with complete satisfaction. They're in the same price range as the Trico heavy duty ones so I don't think you'll go wrong with either.

Wiper Technology blades have been sold by RVupgrades.com for years (RVupgrades is an iRV2 vendor and the owner is the founder of the iRV2 forums) and I've bought not only wiper blades but other accessories etc. at RVupgrades for a long time. Excellent service and fast shipping (and no, I'm not an employee and do NOT receive any kickbacks for mentioning iRV2 sponsors and vendors).

Wiper Technology blades perform well, are heavy duty, and are designed with motorhomes in mind. Here is their motorhome catalog ...go HERE. A 2007 Country Coach Magna is listed on page 11 and it indicates a WT6-32. Is yours a 32"" blade?

Here it is at RVupgrades.com:

Wiper Technologies WT6-32 Heavy Duty Wiper Blade - 32"" ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[QUOTE=theroc;6475612]I'm a ""fan"" of Wiper Technology blades. I used them on all my motorhomes with complete satisfaction. They're in the same price range as the Trico heavy duty ones so I don't think you'll go wrong with either.

Wiper Technology blades have been sold by RVupgrades.com for years (RVupgrades is an iRV2 vendor and the owner is the founder of the iRV2 forums) and I've bought not only wiper blades but other accessories etc. at RVupgrades for a long time. Excellent service and fast shipping (and no, I'm not an employee and do NOT receive any kickbacks for mentioning iRV2 sponsors and vendors).

Wiper Technology blades perform well, are heavy duty, and are designed with motorhomes in mind. Here is their motorhome catalog ...go HERE. A 2007 Country Coach Magna is listed on page 11 and it indicates a WT6-32. Is yours a 32"" blade?

Here it is at RVupgrades.com:
[URL=""https://www.rvupgradestore.com/tru-vision-32-heavy-duty-wipers-


Thanks for the link to the WT6-32. Our coach currently has 28"" on them, but possible a previous owner dropped the size down. And I agree hard to go wrong with either one. (I've run Trico on other vehicles, including our 98 Bounder!)

Have frequently bought items from RVupgrades, and knew the story behind them Will look over the Wiper Technology blades.

Smitty",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Art and Be-happy... Thanks for the Trico, they're a solid wiper, and I've used them before... But things do change, so was wondering what other new super duper blades may have come out!
Smitty ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On my coach, with 36"" blades, the HD Trico blades do a much better job over the entire blade stroke than the Wiper Technology blades. The WT blades were frankly a bit stiffer and were not following the windshield curvature well...especially on the driver's side. The Trico 36"" are doing a great job completely clearing even heavy rain across the full stroke.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I installed the AM blades and got 6 months out of them before the rubber went south. At that price, they should have at least made it a year.
Problem with our coaches is the AM wiper assembly that used the saddle connection instead of the J hook ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm like you and very seldom do I use my wipers. If you are a Costco member, they have Michelin Wiper blades, sizes up to 28"". These are sometimes on special for $5.99 after a $3.00 discount. They unfortunately are not set-up for saddle mount blades so I ""modify"" them to fit. I have tried unsuccessfully to find a saddle mount to J hook adapter. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have a ë16 Bounder and canít find a blade that also has the correct locking mechanism. The original ones are plastic and getting brittle. One broke and now have a piece of cardboard to help try and lock the blade to the arm.
Any suggestions to find that locking mechanism? All the places Iíve tried sell replacement blades but not the lock. Iíd hate to have to buy a whole new arm because of it. Lousy design IMO ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A gent with an Entegra sajd he's had good results with Bosch Micro Edge (Pretty sure he said Micro Edge, Bosch has soo many different models!). He said it does have a hole for bolt/nut, but he has to drill it out a bit.

Any one also try these for RV duty? ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I found some silicone rubber refill material that works with blades that have the two stainless strips. I just needed width in mm used digital caliper. You can still get quality refills for metal blades in 28"" . I really only see off brand refills in stores but there's still Trico available. Just like tires the rubber is mostly aging out ,not the metal pivot points like a daily driver. These blades seem more heavy duty made anyway.
I might look silly but I see many owners protecting wipers with foam pipe. insulation ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOL! I went with the Tricor 67-284's.

The box shows a pass thru rivet for the plastic part that connects to J-Hooks. And, it shows a second hole, with the box direction showing the bolt attachment like I have on our coach. BUT NO HOLE for the bolt, on the actual wiper!

Sure, if I was home I could drill a hole. Or more likely pop-out the pass thru rivet and use those holes.

At first I thought Tricor had missed the drilling the hole, THAT THEY SHOW the picture of with the bolt/nut attachment. So opened the second box, and same thing...

I do carry tools, and I do have a Dremel on board. But, drilling and grinding off a rivet - will certainly mar/scratch the paint. And yes, I can go buy a can of spray paint and touch that up...

But you know, it just does not seem right! As we have rain to contend with, and one of the passenger wipers blade is now falling a part - I moved the rubber insert from Tricor to the AM wiper... But want the new wiper bow, as they're new, and the I believe they will keep the rubber blade in better contact with the windshield.

Two steps forward, one back! And just venting, and sharing that in this Tricor 67-284 RV wiper - the boxes images/directions are not representative of the actual blade!

Whining Switch is now OFF!
Smitty ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I buy wipers from rockauto.com and obtain great results. The price is good too, the last ones I bought(28"") were $4.00 ea.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"i found this thread and i am also needing help with my wipers, the common problem mine dont touch the center of windshield on my 03 magna is there any fix for this",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What size are blades on there now ...many owners often run shorter blade for this reason. Like 32"" down to 28""... Some single beam blades will also do this if wiper arm spring is weak. Lastly new arms with new spring. Also seen some external helper springs but not going suggest them... but will let you know they exist... may or may not work on some arms.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have 26 on now and just got trico 28 see how they are,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iíd love to find a set of silicone rubber, they seam to last longer on my autos. I been buying True Vision TV6-26 but the rubber seems to get hard after half way through the summer",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I put silicone refills in my blades off eBay . It was just the silicone..the stainless strips were from old blades .Not that it's huge expense there are no silicone blades available with screw through mount. There were two size choices as far as width I measured with digital calipers not that it may have been really needed. Mine were 28"" came more like 29"" I cut to length.
Back in the day before beam blades ect... everybody I knew just used refills until old units got loose or ugly. You can still get quality brand refills just not usually a stores. Can even get some refills for some of fancy blades if you look. They are just cheap off brand. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hello Everyone,

Where is the best place to purchase Windshield Wiper Blades? 2005 American Tradition 40W. Thanks in Advance. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You need to know what length they are and style (screw on or J hook).,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon. Trico wiper blade search routine.

Put in what you have and they should be able to figure it out. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REV will be happy to sell them to you.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I just buy the rubber inserts. There are rolls available but they wear out so seldom I would rather just buy a set like these for $8 and store them. I just cut them to length. Mine are 26"" long. Ebay will have them too.

When down in Mexico having my decals removed and painted back on, had the painter paint the mirror cases, the door handle, and the wiper blade assemblies with enamel paint. Still look great 3 years later. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can follow this link to Trico, enter your vehicle info, and it will tell you exactly what wipers you need.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good find I found 28"" silicone. You can find Trico refills. One in stores are cheap brand only.. my guess most motorhome wipers would probably last 10 years if you just replace the rubbers or refill blades. I'm sure they mostly age out just like the tires.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The last 3 sets of wipers, I bought from rockauto.com. I paid less than $4 each for 28"" wipers. You cannot find them by vehicle, use the item search function. They came with a universal mount bracket.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Like I said, just use the search by name function. For instance you need 32"" wipers, that's what you enter in that line.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What ""Tha Rooster"" says! Make sure of the arm mounting style. I ordered from Amazon and didn't make 100% sure they were J-hook attachment style. I ended up swapping the new rubber into my old arms. I scuffed and re-painted them. They look like new.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I ordered the replacement blades (without the Arm). Hopefully, I'll have success. Stand by for the install report. Thanks again everyone for your input.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Be prepared with blue tape, a pair of needle nose pliers, and some patience. I've had to spend way more time then I expected installing refills. There's 2 long thin pieces of metal that go on either side of the refill, to give it strength. And I'd keep dropping those. So I learned to put them on either side of the rubber, tape them in place a couple inches back, maybe bend the holders hooks back a bit so they aren't too tight, slip the assy into the first section, remove the tape and then slide it all in the rest of the way. And then squeeze the hooks back tighter if needed.

BTW, I've been shocked, shocked I say, when I've looked at those wiper assemblies in autoparts stores or big box stores and found them to be freakin' $36 for two. And no inexpensive refills anywhere. Just the entire wiper assembly, in packs of two. I understand that the stores just want the extra profit for selling something the consumer might need 'right now' if a storm is coming but often as not the wiper assy on their car/truck/RV is in excellent condition and all that is needed is the refill blade. So a buyer tosses the old ones for no reason and they end up in land fills, still usable. Really burns me they do that. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I see they only go up to 29"" blades now, those are $11.27 ea. HD refills $4.76 ea.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well, the last update on this post. We found the exact replacement blades at WalMart and oversized our 24"" blades to 26"" (size 28) They were only $11 each and we're now ready for the hurricane reportedly headed to Southern California this weekend. Hopefully, we'll be out of town before we need to use the wipers. I'm finally starting to get comfortable navigating this forum. Perhaps a Blog is in my near future. Thanks Again, Everyone.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ours tend to dry out as we live and do most of our RVing in the four corner states, last time we purchased wiper blades it was easy enough to take them off in Walmart parking lot and a simply go inside and purchase replacements.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The driverís side wiper arm stripped the splines of the arm on my 2006 Monaco Camelot (Roadmaster Chassis). The shaft and arm are not the acorn style, but a splined dome shaped shaft end with a threaded 5/16î protruding stud.
Does any one know where I can buy a replacement arm?
Thanks in advance. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes, I think I can help. I have a 2005 Monaco Camelot and had the exact same problem few years ago. I was even quoted prices of up to $225 each First you should attempt to access your wiper motor and get all numbers and info off of the label. The company needed this info to to be sure and look up the right wiper arms. Also on the label was a company name. Diesel Technology's. They referred me to a division called Wiper Technology's. I just looked that up and it seems this is now their website.

They told me they had all the old Monaco paperwork on wipers. I found their prices Very fair. I got two for less than I was quoted for one. I would suggest also buying any other of the small parts you may need. Even an extra set of blades .
I'll dig up that receipt tomorrow and maybe I can give you more info.
I think this company was in 
Hope this helps.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm trying to post pic of label on wiper motor but don't know how,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you tried torquing to 35 ft lbs, wait 45 min and retorque? That frequently cures Monaco wiper arm problems.

If your motor label has a ""Monaco Kit Number"" it is Wiper Technologies which was sold to Global Products in 2020 but seems to have fallen off the radar https://www.globalproducts.llc/

Hopefully BJs or another vender can help' ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have re-torqued the arm, but the splines are too far gone inside the arm. With 31"" blades, there is a lot of drag and at 65 mph, there is a lot of air pressure against the blades at the top of the stroke, so after torquing the nut to 35 ft pounds, waiting an hour or so and re-torquing, it worked a couple of times, then stripped the remaining splines out of the arm. I have ordered arms from Northwest RV Supply in Eugene, OR with a no return policy and they were wrong. In fact, I tried to give them away, but couldn't find any of my friends with motorhomes that the parts would fit. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thank you all for your help. I will go to the storage unit to try to take a picture of the tag on the top of the motor. I will try my bore scope camera to see if I can get the picture with it. It may be a day or 10 since I am the temporary caretaker for my wife until she heals from recent surgery, but I will let you all know if this works.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I was finally able to go to the storage area and take pictures of the tag on the wiper motor. My phone camera on portrait setting and doing a video worked. I ordered the part from Rome Truck Parts, Rome,Georgia. Now up to UPS delivery. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hi all, Iím wondering if anybody has seen the new wiper assemblyís on Mercedes Buses where the wiper has holes along the entire length of the wiper and when you use the washer, the spray covers the entire window, not what we have now where the washer spray goes everywhere but on the windshield. Iíve seen this on buses in Europe and think this would really be a good thing to have.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeah, they've been using that system even on some of their passenger cars for several years now. I hear it's quite expensive so maybe just their higher-end models? ...not sure. However, because the size of a bus windshield, I'd imagine that they'd be even more expensive to equip a bus with that system.

No way would an American motorhome manufacturer include such a system on an entry level motorhomes. Maybe on the Prevost -type coaches? Mercedes must have a pretty strong patent on them or you'd think you see the design being duplicated by others ...or maybe it is?, I don't know. I've seen washer nozzles mounted on wiper arms but mot quite what Mercedes is doing.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"My 2004 American Tradition had washer nozzles on the wiper arm and spraying in two directions. Pretty effective, I thought.",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Similar to wiper/washers on headlights. NA customers are more interested in cost vs safety.

W washer spray nozzles on the wiper arms have been the norm for probably 40-50 years in the trucking industry. ",Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But it appears that the Mercedes system is on the blade itself ...not the arm from what I can tell.,Wiper Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
