content,product
"It's SB-140. You CANNOT prep it with denatured alcohol, it will just damage the existing layer more. Have to do a clean scrape and replace, preferably with a few layers built up instead of the single pass Newmar does. SB-140 is not self leveling, you have to use a putty knife to spread it out across the surfaces.","Adhesives, Sealants, and Cleaners"
"I saw some videos of them using mineral spirits to get off the old stuff, that's still safe right? I do have a fiberglass roof, so not worried about the TPO stuff.","Adhesives, Sealants, and Cleaners"
"Here's some pics of my handy work. Few things to note, need two tubes of SB-140. Also next time I'll probably also just buy a new cover as well as it took FOREVER to clean the old sealant off both sides of the cover. The sealant is also super squishy and even after almost a week, feels like it's still wet. I don't like that.

Lastly, it's not easy working with that stuff, it leaves little stringy dribble trails everywhere. I'll probably redo this during the summer when I get back, as I don't think I did a great job and the single tube just barely got the edges covered.

It's a good thing I changed this when I did though, as I was removing the old cover, there was two spots where water was starting to get into the edge of the sealant. ","Adhesives, Sealants, and Cleaners"
"You need another tube or two, that's insufficient coverage on the screws as it will harden and flex off after a couple months. You're not supposed to have stringy dribbles because you're supposed to put it on thick and spread it with a trowel. Normally you need minimum 4-6 tubes of SB-140 to do a skylight correctly. You applied that as if it was a self leveling sealant, SB-140 is NOT a self leveling sealant. It feels ""wet"" because you haven't spread it correctly.

Basically it needs to at least look like the original installation- but thicker. At least if you're planning to redo it you haven't really wasted much yet.

PS: I think Newmar dispenses it from 50 gallon tubs with a hand shovel :P ","Adhesives, Sealants, and Cleaners"
"Good to know, thank you. All I had was the tip of the caulk tube to spread it around. It seems like even if you spread it around and there's a lot more that it'll stay pretty wet/squishy.

I'll plan on re-doing it this summer and will keep checking it every week or so. ","Adhesives, Sealants, and Cleaners"
"I accidentally stepped on the shower skylight and it broke (somewhat brittle after 7 years on the roof). Bought a new one from Newmar Parts (Part# 55613) for $74.00 and installed it today. None of the original screw holes lined up with the new part, so had to drill 31 new holes. And the predrilled holes in the new part were not uniformly spaced - odd. I used PT-140 caulk under the new skylight and based on reading some of the earlier posts here, I will need to add more caulk to make it look more like the original install.","Adhesives, Sealants, and Cleaners"
"I can’t figure out how to attach a picture to the post but this is from Rick Drinkwine at Newmar
Proper Sealants for Application
Plas-T-Coat…………..Metal or fiberglass roof
Surebond #140……..Rubber laminated to metal roof and all skylights
Carlisle #502-LSW….Rubber roof over wood base
Self Leveling Sealant
Silicone Saelant……..To cover butyl and other sealants;not to be used as the
main sealant
Parbond…………………..To seal across tops of windows,etc. on exterior
where silicone is not used ","Adhesives, Sealants, and Cleaners"
"Newmar used double magnetic catches for many of the cabinets in our 2023 New Aire.

After a year and a half, we've had multiple catches fail. The pin retaining the magnet breaks - causing the magnet to get loose and the door to open while driving.

Last week, this happened to the lower bar cabinet behind the living room slide out, causing some large plastic pasta sauce bottles to drop onto the floor.

When we opened the slideout, we didn't realize those bottles where there - and the trim piece on the front of the slideout popped off, before we could stop the slide.

So having these catches fail could pose a risk while driving, depending upon what's in the cabinet and where the cabinet is located.

It's easy to replace the catches (BP33772AL Amerock).

And...

It's also easy to take some preventative action - by applying duct tape ontop of the catches to prevent the pins from popping out when they break - keeping the magnet inside the catch.

This is especially important for those catches which are located on the top or sides of a cabinet, where the pins can easily pop out when they break. ",Hardware
"I found on my 2023 New Aire a bunch of these double magnetic door catches, but then discovered all the doors only had single metal strike plates installed on the doors. I was like ""Why did they even bother?"" I ended up buying a bunch so I could add the missing 2nd strike plates to all my cabinet doors. They stay latched much better now, especially the pantry...

Best,
-Mark ",Hardware
"Adding the second plate also provides redundancy so that if one magnet does get loose, you can use the second magnet.

The downside of using both is that it can make it more difficult to open the door.

We've had a few doors that were too hard to open, even with only a single striker plate. Adjusting the magnet position (pushing it a little back into the cabinet) helped.

We've also purchased several extra sets of the plastic catches used on our bedroom closet sliding doors and the two ceiling exhaust vents. We've already had one of those break. ",Hardware
"My coach has plastic hook latches on the drawers but there is one that I have been unable to get aligned correctly that just outright broke. Instead of just replacing the latch with that same thing that can break again, I hope these will be an adequate replacement.",Hardware
"Wondering if I can just buy the louver insert instead of the whole ceiling register assembly? Newmar has part #37945.

After years of washing filters, many of the louvers have broken.

thank you

Don ",Interior
"Coach is at big truck place to diagnose dash ac cooling problem. It does blow somewhat cold but not as should be.

Estimate to replace leaking schrader valves on hi and lo, evacuate, recharge and leak test is $2000. Looking for anyone with similar problems that had fix done and if this is a fair price.

Told them I’d let them know whether to proceed after I thought about it…so I’m looking for quick feedback if possible.

Thanks in advance! ",Heating & Cooling
"Seems high to me! I had a leak from a rubbing hose. A local mechanic found and fixed the problem (he made an entirely new line to replace the damaged one) and recharged the system for $350. It was about 5 years ago, but still….",Heating & Cooling
A/C work is always expensive and there is no gaurantee that this is the only leak. Diesel built motorohomes are notorious for leaks in the long rubber a/c lines that run from the back of your coach to the front. Normally the leak is at the crimped fittings on these lines as this is the weak part of the line. I highly doubt that this is the only leak. Also as others have stated this is way too much money. Good Luck,Heating & Cooling
"Good luck!
We had our AC compressor replaced and expansion valve replaced,dryer replaced,lines evacuated , lines tested,system recharged and total cost was about 3K.
They had to R&R the dash to replace the expansion valve,that was the expensive part.
That was after roadside assitance in Georgia on the way home when the AC compressor seized.
Very expensive breakdown!
Good Luck !
Happy Trails! ",Heating & Cooling
"On my 2023 Newman New Aire my three vent panels keep dropping from the ceiling. It appears that the magnets they compression fit into the wood panel frames with some CA glue keep popping out of the wood. Once enough of them work their way loose from their sockets the entire panel drops.

I've tried prying them off the metal rail they adhere to, pushing them back into the wooden frame where it has been milled to hold them, as well as gluing them back in (thick CA). They still pop out as CA and magnets don't adhere well.

I am thinking of four possible solutions. One is to use strips of magnetic tape with 3M adhesive on the wooden frame (stapled). The second is to bore the magnet holes out deeper so they are flush with the wood and apply a super thin acrylic over them (will the magnets still hold the panel in place if not making physical contact with the metal frame in the ceiling?). Third is to try a coat of epoxy over the magnets and wood (may try this first). Lastly, is to punt and instead attach some velcro, stapling to the wood and some epoxy to the metal frame.

Anybody else having this issue? If so, what has worked to solve the problem in your Newmar?

Best,
-Mark ",Interior
"My Ventana had its cover falling whenever I hit a good bump. I asked for the magnets to be installed under warranty. Instead, Newmar has NIRVC install some Southco fasteners - the same fasteners that hold the small covers for the vent fans. Hasn't fallen since. I guess other owners with the magnets have had problems also. (Note that the Ventana uses small plastic balls fitting into cups for the standard fasteners - I thought that the magnets would be an upgrade. Silly me.)",Interior
"Here are some picks for the front panel (other 2 similar) after the previous attempts to remove all the dislodged magnets from the metal on the ceiling and trying to reglue them into the wooden panel pockets. The glue sat for a week before putting the panels back in place in the ceiling.

1st photo is a hanging panel after enough magnets came unglued, 2nd photo shows the 9 magnets that came out of the wooden panel pockets and stayed stuck to the ceiling bracket (the silver dots), 3rd is a close-up of a couple of the the empty magnet pockets where the pocket/glue gave way.

I think perhaps Newmar didn't think this magnetic panel attachment idea through all the way. They may need to go back to the old Southco latches on future builds even they they cost more than the magnets...

Best,
-Mark ",Interior
"The hinged wood grills are similar on my 2018 Ventana. But, the magnets are much more robust and are attached both sides with screws.

Makes me scratch my head when manufactures make inferiour changes like this. I can only presume it was a money saving change in both materials and labor. ",Interior
"Just had the pre purchase RV inspection and one concerning item was the parking lights were not working. First pull on the switch nothing.

No tail lights or front / rear cab lights. Is this common? Assuming there may be a fuse? Assuming these are run in parallel? The front blinker light is out. Didn’t know if it was related.

Brake lights and headlights are fine. ",Lights
"Freightliner or Spartan chassis ?

There is probably both a fuse and a relay involved in the park and marker lights .
Signal light is a separate issue , most likely a bulb . ",Lights
Has anyone upgraded headlights bulbs on 2023 Bay Star 3014?,Lights
Headlight revolution. All you need to do is search the DOT # on your headlight to figure out what vehicle the headlight assembly is from and search HR. But the GTR Ulta 2.0. Expensive but they work well and bling oncoming traffic,Lights
"Check the voltage at the bulb when the lights are on. Lots of rigs are built with minimal size wiring, so voltage drops and lights are dim.

Lots of info about putting relays in to supply full voltage to the lights. ",Lights
"I realize that comparing my experience on a Thor Motorhome to what you can do in your Newmar may not be the same. I did replace both the low and High beam halogen bulbs with LED. First thing you will need to do is to take one low beam and on high beam out and find out what the bulb number designation is. In my case both the low and high used the H9 bulb. Then I searched Amazon for:

""h9 led headlight bulb""

which pulled up this one.

https://www.amazon.com/Termitor-H11-...1zcF9hdGY&th=1

You do need to be careful choices pulled up are often not clear about how many bulbs you get for the price. So, that really good price you see might only be on bulb. It is better if you buy in pairs. when you buy singles you can end up $10 dollars more per bulb. ",Lights
"I would also caution that some of the LED bulbs on Amazon are so bright, they have the potential to be a blinding hazard for on-coming traffic. This includes so called low beam LEDs. I had to really research which bulbs had acceptable watts for both low and high beams. Just because the bulb will light up three miles in front of me, I chose to be responsible and courteous, and I got lights that are much brighter than the POS OEM.",Lights
"I agree, thats why I posted this question, I'm trying to sort through the hundreds of available bulbs for the ones that are the best.",Lights
"Good for you for being responsible and considering oncoming traffic. I have used a large piece of cardboard out front to check the light cut-off patterns. It works great to align your lights.

Some of the cheap LED replacements are terrible. There are good ones out there, but usually expensive. They should be adjustable to get the correct light pattern for both high and low beam.

I have always been happy with Sylvania replacement bulbs. They work fine and last pretty good. Just make sure you're getting full voltage to them. Usually around 13 to 14 volts with the engine running. ",Lights
"Don’t get too geeked up about lights. I did a revamp on my lights a few years ago. I replaced the entire assembly. Very nice setup. The lights lite up the road for a change. We were on a trip in Arizona. Deer flew across the road. No more lights. Never even used them at night save for aiming.

I got the rig repaired and new lights. All is well. There are several aftermarket light suppliers. Great investment. I did not go led because there was more to it then just replacing bulbs. I did go with Sylvania advanced bulbs. ",Lights
"I checked that when I made the switch. Of course, the High Beam is blinding both with the original bulbs and with the LEDs. You can quibble about the LED being more blinding, but it is blinding with the old bulbs as well. The low beams had the exact same light pattern as with the old Halogen bulbs yes, the LEDs are brighter but do not direct the low beam into the eyes of oncoming traffic and are no brighter or blinding than the OEM LED lights on my Jeep.",Lights
"A couple of things about headlights. First, when you drive in your car, you're pretty much sitting a few inches above the headlights and you're looking down the beam of the headlight like you would be looking down the barrel of a rifle. In this position, you can see the road better.

Fast forward to a Class A and you're well above the headlights and you're looking down at an angle from above at a beam that is well below you. This phenomenon is why the headlights don't look as bright. The headlights used in your Class A, are automobile headlight assemblies. My Dutch Star lights are from a Dodge Challenger. You don't hear anyone complaining that their Challenger headlights with halogen bulbs don't work. Typically, you drive a car even faster and don't have issues with the lighting.

Adding LED or HID to a standard halogen light housing (a housing where you can see the bulb by looking in) does not improve lighting. Yes, it will throw light everywhere and when pulling into a campground, you'll light everything directly in front of you, including the trees, like daylight. This is why people think the bulbs help. But....they don't change any of the lighting ""down the road"" where you need to be able to see at 55 mph to 65 mph.

LED or HID bulbs need to be ""FOUSED"". If you look at the new cars, they're using a concentrated lens in the center of the light housing (the owl eye looking lens). The LED lenses FOCUS the light down the road, giving the great lighting you see on new cars. Adding these same bulbs to a standard lens causes the light to ""scatter"" everywhere, appearing brighter.

A couple of solutions, if your new Bay Star has the focus lens, you could probably improve the down the road lighting with an LED bulb replacement. If you have the standard lens, your only help would be to add some driving lights, possibly where your fog lights are located. They can be directed further down the road and give you that ability to see at 60mph.

On my Dutch Star, I can replace the headlight assembly with one from a higher end Dodge Challenger. They offer the Challenger lenses in halogen, LED and HID. It would be a nice upgrade, but expensive. You have to buy the lenses for about $300 a piece and then the bulbs for another $200.00.

If you drive at night on a regular basis, add the Driving Lights or change out your lenses. I like doing projects and upgrading things on my coach, but I just couldn't justify the expense of changing the lenses since I've only driven the coach once at night in five years. ",Lights
"Good Morning!

I have searched this forum to find a source of fog light lenses for our Dutch Star. I have been unable to find any information. Does anyone know where I can get replacement lenses?

These are very badly weathered. I'm concerned that if I attempt to polish them, I may actually break them.

I have tried to attach pictures. Hopefully, I did that right.

Any help will be very appreciated. I looked through a lot of information postes by 007, but was unable to find these lenses.
Thanks,
Pete ",Lights
"I have seen headlights that were worse and they cleaned up fairly well. WalMart sells a kit for headlights that will work or they will do it for you. It use to cost $20 for them to do it, but that was before Covid. As a last resort, you could check with a RV salvage.",Lights
"I replaced mine last year because of a few small cracks. I purchased them off eBay. You need to find fog lights for a Lincoln LS Years 2000-2002.
You can get most of the lens clarity back with a headlight polishing kit. They are sturdy, I don't think you will break them.",Lights
"If you polish the headlights yourself (which I recommend), then don’t forget to coat them with a UV protective coating when you’re finished or they’ll look bad again in less than a year. Most major auto parts stores sell UV protective clear coat in a spray can. ",Lights
"While I rarely drive at night, I am a huge advocate for daytime running lights and the safety they provide during the day. The quote/unquote daytime running lights offered on my Ventana are 2 LED dot lights under each headlamp. These 2 dot lights provide very little if any benefit to being a DRL, so I explored my options.

There is one aftermarket headlight assembly offered by Spyder lighting, however I don’t care for the look and would, IMO, diminish the look of the coach. With my options limited, I reached out to Oracle Lighting who is known for aftermarket HALO daytime running lights. They were able to add HALO lights to the 2013 Durango headlight assembly used in the Ventana.

It took a while to receive the lights but gave me time to build a couple of plug and play pigtail harnesses that would use the side marker light wire to power the DRLs.

The install was easy and with my adapters was a simple plug and play. There are 3 small screws/nuts that hold each headlight assembly to the front cap. When I was removing the original headlight assemblies from the coach, I was a bit surprised to see that all 6 of the little screws/nuts were very loose. Two of them were so loose that the nuts were about to come off. The problem was Newmar used regular nuts and not nylon lock nuts. Not a fan of “accounting” engineers who design as cheap as possible saving a micro cent over a correct design to actually hold items in place while rolling an earthquake down the road. <rant off>

Anyhow, pleased with the results. ",Lights
"That looks nice. I’d actually like to do something similar, but my Ventana (previous headlight style) is wired such that the headlights come on as DRLs as soon as the parking brake is released.

I am also a fan Oracle Lighting. I had them add custom LED rings into my tail lights. ",Lights
"Nice job. When I had my 2014 DS, I found a company that converted the rear taillights to LED, not bulbs, the entire assembly. It was a nice add on.",Lights
"I went down that pathway originally. It was more difficult than I expected, and the consensus of most of the aftermarket lighting suppliers was that I would experience errors on the dash or with the functionality of LEDs. The LED rings don’t cause any issues.",Lights
"Adding true LED light assemblies to a non LED vehicle can cause issues. One typical problem is hyper-flashing turn signals. The trick to resolve this is to add the proper load resister in the LED light wiring. If done correctly and in most cases, everything will be fine. Don, i did the same on my ‘17 truck and changed out both the halogen headlight assemblies and taillight assemblies to LED. Load resisters were needed on the taillights and both have functioned flawlessly for years.",Lights
"The assembly was wired to avoid that issue, which I never had.

If I drove more at night, I would convert my headlight LENSES to LED, but just don't have the need to drive at night much. ",Lights
"I had my headlights converted to LED. I used “The Headlight Guy” to do the work. He does nice looking work, but unfortunately one of the high beams still won’t work and he ghosted me. He’s a scum bag and a scammer and I can’t recommend him. It’s a shame when people are like that. He charges lots of money but he screws people if his product doesn’t work.",Lights
"In our 2024 London Aire 4521 the cabinets on the passenger side do not have hinges to keep them open, has anyone found a hinge that will work? It looks like only some floor plans dont come with hinges I assume is due to their small size but would be great to find a way to keep them open. Thanks",Hardware
"JS, are you referring to the overhead cabinets on the passenger side?",Hardware
"Yes, we spoke with Newmar and apparently this is expected design. The challenge is we have to lean over the dinette and use one hand to hold the cabinet open while using the other hand to remove the items which isnt the most ideal or safe. Looking for something to keep them open then we can close them when done just like the cabinets on the driver side",Hardware
"I can see that the height of the cabinet door would present some challenges to install a support. We love challenges and would be happy to address this upon your return in April.

Thanks! Have a Happy New Year! ",Hardware
Look at the hinges Renegade uses above the dinnette and couch cabinets. High end and should work perfectly.,Hardware
"Our entire 2 month trip this summer our Pantry Drawers kept opening while we were driving. We routinely run Velcro between the Freezer Handle and the Pantry Door which keeps the Drawers from coming completely out. But still a pain!

The latching mechanism is very simple. There’s a Black Rubber Sleeve at the very back of the Drawer Slide Mechanism that the Drawer Slide catches onto, which is what's supposed to keep the Drawers from coming open. Well after 5 years of operation this has loosened. However the fix is simple!",Hardware
"I need to replace the 2 struts that hold up the engine bay door. OE brand is Master Lift & frankly I don't care about finding this exact brand. I do want to duplicate the original spec though. To cross with other brands I'm asking if anyone can tell by looking at the original strut what the spec is. Or, if anyone has ordered replacements & would share that is even better Below is info from failed strut. Thanks!",Hardware
"It's a 26"" with 30# of pressure. You can find these at most RV dealers parts department or order them on line.",Hardware
"I've had to replace a couple and I think the ML26-30 is the model number. It's 26"" length and 30 lbs lift. Here's one listing on Amazon.",Hardware
I want to order new gas struts for the basement doors. They are 12 inch Attwood Spring lift struts that I want to replace on my 99 DSDP. Could anyone tell m the best place to buy them. Thanks for any help you can give.,Hardware
Most NAPA auto parts stores have a selection of struts.,Hardware
"Jan , not all your gas struts are the same , the compartment doors with one strut have a higher load rating .",Hardware
"I recently purchased a 2001 Dutch Star 38 ft 3852 DP cat 3126B/Freightliner XC Chassis. 55000 mi.
I am in process of bringing up to standards for travel this summer.
I need to replace cargo door struts in a few of the bays and I read that to little or too much is not good in regards to the door weight rating.
Are 20"" and 40 lb struts the correct way to go?
Thanks in advance ",Hardware
"Look for a number on the old strut....even if it isn't obvious, often the poundage is part of the number, like the last two digits.

Too strong and you'll tear the brackets out of the door. Too soft and door won't open or stay open.

If you can find the correct poundage, then measure the strut length.

I buy from this company. very difficult to figure out what you need on their website, so I just call...they're very helpful.",Hardware
"Just wanted to let everyone know I found a great source for gas Struts. I needed stronger struts for my bed storage. I replaced our Sleep number with a tempurpedic which is much heavier. The original struts were rated for 80 lbs each And would not hold up the bed at all and it was very heavy to lift.. I went with 160 lbs each It now raises very easily and stays at full extension. 160 may have been a bit of overkill, it does take a bit of effort to start it closing but when it gets 1/2 way it closes itself. I don’t mind that a bit. I did also order struts and brackets for the hood. I went with 100 lb rated struts. That should hold at full extension without a problem. The place I found is Maxim Hardware. You can order almost any size you want and choose the effort that you like is increments starting at 30 lbs.",Hardware
"You need to be careful with installing too powerful of a strut. 160 pounds on the bed sounds good, but you might just tear the wood or frame apart.

I can guarantee that 100 pound struts on the hood will ruin the hinges and probably strip out the screws that hold the hinges on. Getting the correct rating takes some work and testing when you're adding struts to something that didn't already have them.

Be careful and mindful of the power these struts can produce. ",Hardware
"I am looking for the cabinet strut arm screws that holds the cabinet open. I have tried Lowe’s HD Ace etc. and no one has anything close to the ones in the pictures.

I sent Newmar parts an email. Hope to hear from them Monday. ",Hardware
"Pan head , combo drive ( Phillips/Robertson) self taping , wood /sheet metal screw. 11/2""

Outside of the RV assembly line I don't think you'll find them, that's about the only place they're used. .
Why do you need the exact item? ",Hardware
"If you're ok with using a flathead screw vs the original pan head, you should be able to find some wood screws with unthreaded shanks at any hardware store. Otherwise any screw with threads all the way up will also suffice and shouldn't cause damage to the struts. I did that with some of mine with no ill effects. ",Hardware
Thanks for the suggestions and links. The cabinet door came off and in turn snapped the screws right where the struts attach the to the cabinet frame. That particular screw will not damage the strut or unset the screw by grabbing the thread each time you open or close the door which was suggested by a friend who is a cabinet maker when he looked at it.,Hardware
The AV cabinet door above the driver failed on me today in that the anchors that recurve the hinge screws popped out of the wood door. I tried reassembling the hinge to the door but the plastic inserts just popped out again. Anybody had any success with a repair for this?,Hardware
"Not sure about this but add a couple toothpicks in the hole then insert the plastic screw insert. A little wood glue and then re screw the hinge back in. Or wood glue in a wooden plug and then screw the hinge in without the plastic insert.

Just thinking of a McIver fix. The toothpicks work on a door hinge the screws are stripping out of and this is similar. ",Hardware
"Your cabinet looks like real wood, so, get a wooden dowel the same size. Glue it into the hole and trim it flat. Then drill a pilot hole and put your screw back in. This way you won't half to do it again. This works on chipboard also.",Hardware
"Gluing hardwood dowels into the cabinet face is the correct way. The cabinet is way too thin for soft toothpicks to grab well enough.


Be sure to drill pilot holes before you reseat the screws. ",Hardware
"A quick fix is several toothpicks and a little wood glue. Remove the screws and get the plastic inserts ready to install. Put two to three tooth picks per hole in the cabinet with a little wood glue and reinstall the inserts. Let glue set and reinstall hinge.
Longer term would be to drill the holes insert proper size wood dowels then redrill hole for screws ",Hardware
"Use a sheet metal screw that has deeper threads....maybe a metric one as they're a 1/2 size larger around......if you go with using a dowel plug, use a fine threaded screw.....Gorilla glue should be used, but you need to keep an eye on it as it cures, to keep the excess wiped off as it cures..and step drill up to final size......in my shop, I'd use the hinge as a template and a transfer punch to center the holes to be drilled in the plugs",Hardware
"The two holes are for the insert that takes the screw. I have had this happen on several of my cabinet hinges. The support strut puts extra pressure on the hinge, causing it to pull out. Newmar apparently uses lousy glue for this as I know of others who have had the same problem.

The easy fix is to re-glue the inserts in the hole. Here's how.

1. Remove the screws from the support strut and other hinge, if it has not popped out too, and set the door aside.

2. Remove the screws from the dowel-like insert plugs. You may have to hold the plugs with pliers when removing the screws. Don't worry about marring them, they won't show and any additional will just provide better glue ""tooth.""

3. Use a good wood glue (I like TiteBond III) and coat the outside of the inserts with it. With a toothpick, swab some glue on the inside of the holes in the cabinet frame. Do not put glue on the round hinge body hole or hinge body that seats in the hole; it will make future disassembly difficult.

4. Tap the insert plugs into the hole, covering with a paper towel or rag to prevent glue from squirting out. Don't ask how I know about this step. Seat the insert fully into the hole. Wipe up any excess glue with a damp paper towel or rag.

5. Let the glue dry per the manufacturer's instructions.

6. Reassemble the hinges to the cabinet frame.

There you have it.

Good luck.",Hardware
"I have 2 cabinet doors that popped out of the hinge on the door side, the smaller ones that open up in the living room and above the bed. I noticed the screws have a plastic grommet where they would screw into the cabinet door. Has anyone had this issue? Can I just unscrew and glue them into the door to reattach the hinge? Do I need to get replacement grommets? They are not very big in length.",Hardware
"Our 2014 canyon star - the second winter, 5 hinges popped out. I assume as the wood dried, the fit was not tight anymore. I used glue - put them back in and tightened. I then tighten all the rest of them a a little loose. We have now traded for Ventana LE and assume this winter we will have some coming out again. ",Hardware
"Have had six cabinet doors with this problem, so far. Three were fixed by Newmar under warranty (tech used Sikaflex adhesive and gave me the rest of the tube for future repairs); the other three I did myself. Took a small piece of toothpick and stuck it in the pre-drilled hole in the door, then some glue and then screwed hinge back into door. All fixes holding.",Hardware
"this has happened to just about all of our cabinet doors that open vertically. The hinge that pops loose is always the one on the side of the gas strut that holds the door open. Newmar fixed a couple of them under warranty, I fixed the rest by putting a little dab of epoxy under the hinges and clamping them in with a long throat c-clamp with plastic jaws.",Hardware
"Yep...happened on several of the cabinets in our 2014 Ventana LE; always on the strut side. I think the strut applies additional pressure to the hinge.

I have fixed all of the hinges by removing the door (removing all the screws from the hinge), re-gluing the plastic screw plugs in place with Titebond Polyurethane and reassembling after the glue has fully cured (45 minutes). And, yes, it really does cure in 45 minutes.

Because the plug pockets are pretty snug, clamping really isn't necessary with Titlebond Poly; just be sure the plugs are tapped in firmly after gluing and don't reassemble until the glue has cured. ",Hardware
"I want to replace most (8) of the struts they are
GSNI-5300-10 Gas Spring 10 Lb With Plastic Ends 20""

does only 10lbs sound about right or should I up them to 20lbs?


the two rear doors are actually larger than the others. ",Hardware
"I just had to do that as well. Another member of the site put me onto these folks:

Future Sales, Inc..

To insure I was getting the proper struts I was asked to measure the extended length of the struts and send a photo of the nomenclature printed on the strut tubes to their email address. Good people to work with and delivery was three days. ",Hardware
"I don't know how many doors you are dealing with, but I recently had a similar issue needing gas struts for the rear trunk hatch on my 2002 Safari Trek, and found it was well worth pricing various strengths of struts, I my case I replaced the stock 10 pound strut was the next step stronger as the price per strut was about 40% less. Sure that is only a few dollars per strut, but it adds up.",Hardware
"Has anyone implemented gas struts to hold the front generator door up and open?

(rather than the ""long arm into the hole"" similar to what I have on my 1951 Willys? )

I'm guessing you'd have to drill and bolt the attachment for the strut into the front cab, and probably fiberglass a holding block onto the actual cover. Surely possible to do, just wondering if someone has already done it and what length struts did you use? The front cover takes about 25 lbs of pressure to hold up. My bench press days are coming to an end...
Thanks in advance. ",Hardware
I opened the bin door for the exterior entrtainment system yesterday and both dor struts fell out on the ground. Last used it about a week ago and all was fine. The screws on the left strut where fastened to the motor home were broken and the screw heads laying at the bottom. The same screws on the right side were stripped out of the wood. I absolutely cannot figure out how either situation could happen with the door closed. Any suggestions ? ,Hardware
"Trying to winterize the rig. First time w/this coach. Seems easy enough w/the auto draw hose. However, either Newmar or my dealer put a brass plug in the end w/a hose clamp on it.

My first throught was to remove it but, I haven't been able to get it out yet.

Second thought, since it's dark maybe it is a threaded end into the plug and I can't make it out. Couldn't get it off.

Third thought, it is able to draw throught this brass fitting somehow. It did but, very slowly.

So I'm back to my first thought or just cutting the hose off at the plug.

Any help please. ",Winterizing
"Trying to winterize the rig. First time w/this coach. Seems easy enough w/the auto draw hose. However, either Newmar or my dealer put a brass plug in the end w/a hose clamp on it.

My first throught was to remove it but, I haven't been able to get it out yet.

Second thought, since it's dark maybe it is a threaded end into the plug and I can't make it out. Couldn't get it off.

Third thought, it is able to draw throught this brass fitting somehow. It did but, very slowly.

So I'm back to my first thought or just cutting the hose off at the plug.

Any help please. ",Winterizing
"Javajelly: Once you get the plug out (or cut off, or whatever you have to do to get the hose open), consider putting a fitting on the hose with a removable cap, making life easier the next time. A convenient connector / cap combination could be a simple garden hose end with mating cap. I'm so lazy I hate to see YOU work.

Under no circumstances would I put that original plug back in, then go through the same effort to get it out next fall after it gets cold and windy. On the other hand, you could winterize while it's still 70 degrees out (or maybe not). ",Winterizing
"Thanks for your concern Ken. Actually I own a campground and have kids in school. Consequently I gotta get the majority of my camping in when it's cold at my home.

Seeing as how I'm in the Buffalo area that means the coach has to be heated or winterized from End of October to End of April. We always get flash frost in fall and spring.

So I winterize about 3-4 time a year. I really hate doing it in the cold. One I'm freezing and two it means I won't be camping for a while. ",Winterizing
"Don't cut it, just use mama's hair dryer and warm it up a bit. Me I use my $9 Harbor Freight heat gun.

Lastly, don't forget to do the hot water heater. You either bypass/drain or opt to have RV anti freeze in it. Just remember that when spring comes and you flush and sanitize the system. ",Winterizing
"Didn't need the heat gun this afternoon. All winterized.

Have a HydroHot so no water heater.

Couple of hiccups. First, I have a hose roller w/a check valve. I didn't think there was enough of a gravity drain when retracting so I blew air in first.

Second, I have a Norcold w/water dispenser. Did forget to run antifreeze through that. Had to go back and run it through after remembering. Also, the directions Norcold gives in the manual doesn't cover the optional water dispenser which has a different valve set-up in the access door.

You need to detach the ice maker but, not the water dispenser.

Finally, the pump pushed antifreeze back through the filter housing. I did take the filter out first. It didn't occur to me that the pump would push back to the filter housing when other faucets are closed. Not a huge deal but, a waste of antifreeze. ",Winterizing
"I need to replace the sky light over my shower on my 2015 Newmar Bay Star 3308. I got the replacement sky light from Newmar. I need to confirm the sealant and the self leveling caulking for a rubberized roof. I found a sealant by watching a sky light video on You Tube which is called Sure Bond SB140 Sky Light and Window sealant. I also found Dicor 501LSW-1 Epdm Self-Leveling Lap Sealant-10.3 Oz. Tube, White, 10.3 Fluid_Ounces. My questions are:

1. Is the Decor 501LSW-1 Epdam Self Leveling Lap Sealant compatible with a rubber roof? If not, what type is?

2. What length self taping screws do I need for the Sky Light?

Thank You in advance for your help in this matter.

Sincerely,

Ed Degenhart ",Exterior
"The Dicor is the right stuff. As for the screws, go with the length that came out of the old skylight.",Exterior
"Dicor is the WRONG stuff!

Use the Surebond skylight sealant!! ","Adhesives, Sealants, and Cleaners"
Just curious....why are you changing the skylight? Old one damaged or is there a newer better model out there I don't know about?,Exterior
I'm using the Surebond SB140 to Seal the sky light to the RV Roof. There is a leveling caulking to put over the top. That is what I am looking for to be compatible with the rubber roofing.,"Adhesives, Sealants, and Cleaners"
"Use the Surebond for that as well!

Or, what I did was run a strip of Eternabond tape around it, over the screws, and over the seam.

Belt & suspenders ","Adhesives, Sealants, and Cleaners"
"Where can I get a side mirror cheap? Hubby hit a non-moving tree. Newmar Ventana 3330, 2006. TIA",Exterior
It's likely your mirrors are made by Velvac. They keep the molds and can make you a new one. They were very reasonable when a big rig took off my passenger side mirror.,Exterior
"Try Bontrager's in White Pigeon, Mi., last time there, they had numerous styles of mirrors on their shelves.",Exterior
"The expensive route is contacting ramco. They sent me a set of mirrors, arms, and brackets. $2,200. Delivered. They were expensive but they sure are pretty..",Exterior
